Rank,Name,Platform,release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,controller_support,name_norm,PEGI_Rating
13583,J-League '96 Dream Stadium,snes,1996,Sports,Hudson Soft,0,0,0.05,0,0.05,,j league 96 dream stadium,
4752,J-League Excite Stage '95,snes,1995,Sports,Epoch,0,0,0.45,0,0.45,,j league excite stage 95,
8395,J-League Excite Stage '96,snes,1996,Sports,Epoch,0,0,0.19,0,0.19,,j league excite stage 96,
8996,J-League Jikkyou Winning Eleven 2000,ps,2000,Sports,Konami Digital Entertainment,0,0,0.15,0.01,0.16,,j league jikkyou winning eleven 2000,
8378,J-League Jikkyou Winning Eleven 3,ps,1997,Sports,Konami Digital Entertainment,0,0,0.18,0.01,0.19,,j league jikkyou winning eleven 3,
5607,J-League Pro Soccer Club o Tsukurou '04,ps2,2004,Sports,Sega,0,0,0.36,0,0.36,,j league pro soccer club o tsukurou 04,
5595,J-League Pro Soccer Club o Tsukurou!,dc,1999,Sports,Sega,0,0,0.36,0,0.36,,j league pro soccer club o tsukurou,
4154,J-League Pro Soccer Club o Tsukurou! 3,ps2,2003,Sports,Sega,0,0,0.52,0,0.52,,j league pro soccer club o tsukurou 3,
8315,J-League Pro Soccer Club o Tsukurou! 5,ps2,2007,Sports,Sega,0,0,0.19,0,0.19,,j league pro soccer club o tsukurou 5,
9046,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,psp,2009,Sports,Sega,0,0,0.16,0,0.16,,j league pro soccer club o tsukurou 6 pride of j,
7869,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,psp,2011,Sports,Sega,0,0,0.21,0,0.21,,j league pro soccer club o tsukurou 7 euro plus,
6971,J-League Pro Soccer Club wo Tsukurou!,sat,1996,Sports,Sega,0,0,0.26,0,0.26,,j league pro soccer club wo tsukurou,
4424,J-League Pro Soccer Club wo Tsukurou! 2,sat,1997,Sports,Sega,0,0,0.49,0,0.49,,j league pro soccer club wo tsukurou 2,
14735,J-League Pro Striker 2,gen,1994,Sports,Sega,0,0,0.04,0,0.04,,j league pro striker 2,
3236,J-League Soccer: Prime Goal,snes,1993,Sports,Namco Bandai Games,0,0,0.69,0,0.69,,j league soccer prime goal,
4113,J-League Soccer: Prime Goal 2,snes,1994,Sports,Namco Bandai Games,0,0,0.53,0,0.53,,j league soccer prime goal 2,
9503,J-League Victory Goal,sat,1995,Sports,Sega,0,0,0.15,0,0.15,,j league victory goal,
6501,J-League Victory Goal '96,sat,1996,Sports,Sega,0,0,0.29,0,0.29,,j league victory goal 96,
7816,J-League Winning Eleven 10 + Europa League 06-07,ps2,2006,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21,,j league winning eleven 10 europa league 06 07,
6172,J-League Winning Eleven 2007: Club Championship,ps2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31,,j league winning eleven 2007 club championship,
7710,J-League Winning Eleven 2008: Club Championship,ps2,2008,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22,,j league winning eleven 2008 club championship,
12360,J-League Winning Eleven 2009: Club Championship,ps2,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08,,j league winning eleven 2009 club championship,
13591,J-League Winning Eleven 2010: Club Championship,ps2,2010,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,,j league winning eleven 2010 club championship,
10944,J-League Winning Eleven 9: Asia Championship,ps2,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,,j league winning eleven 9 asia championship,
14359,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,psp,2013,Sports,Sega,0,0,0.04,0,0.04,,j league pro soccer club o tsukurou 8 euro plus,
10811,JASF: Jane's Advanced Strike Fighters,ps3,2011,Simulation,Deep Silver,0.07,0.03,0,0.02,0.11,,jasf jane s advanced strike fighters,
4975,JGTC: All-Japan Grand Touring Car Championship,ps,1998,Racing,TYO,0.23,0.16,0,0.03,0.42,,jgtc all japan grand touring car championship,
18151,JJ & Jeff,tg16,1987,,,,,,,0.007,,jj and jeff,
7820,JSRF: Jet Set Radio Future,xb,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,,jsrf jet set radio future,
10584,JU-ON: The Grudge,wii,2009,Action,Rising Star Games,0.08,0.01,0.01,0.01,0.11,False,ju on the grudge,
13557,Jack Bros.,virtualboy,1995,,,,,,,0.057,,jack bros,
6712,Jackass the Game,ps2,2007,Action,Empire Interactive,0.14,0.11,0,0.04,0.28,,jackass the game,18
7772,Jackass the Game,psp,2007,Action,Empire Interactive,0.09,0.08,0,0.05,0.22,,jackass the game,18
12506,Jackass the Game DS,ds,2008,Action,Empire Interactive,0.06,0,0,0.01,0.07,,jackass the game ds,
8373,Jackie Chan Adventures: Legend of the Dark Hand,gba,2001,Action,Activision,0.13,0.05,0,0,0.19,,jackie chan adventures legend of the dark hand,
17236,Jackie Chan's Action Kung Fu,tg16,1991,,,,,,,0.012,,jackie chan s action kung fu,
7711,Jackie Chan: Stuntmaster,ps,1999,Action,Sony Computer Entertainment,0.12,0.08,0,0.01,0.22,,jackie chan stuntmaster,
13045,Jacqueline Wilson's Tracy Beaker: The Game,ds,2009,Misc,P2 Games,0,0.05,0,0,0.06,,jacqueline wilson s tracy beaker the game,3
11343,Jade Cocoon 2,ps2,2001,Role-Playing,Ubisoft,0.05,0.04,0,0.01,0.1,,jade cocoon 2,
6824,Jade Cocoon: Story of the Tamamayu,ps,1998,Role-Playing,Crave Entertainment,0.15,0.1,0,0.02,0.27,,jade cocoon story of the tamamayu,
3209,Jade Empire,xb,2005,Role-Playing,Microsoft Game Studios,0.48,0.19,0,0.03,0.7,,jade empire,16
1062,Jak 3,ps2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85,,jak 3,12
634,Jak II,ps2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0,0.36,2.78,,jak 2,
3958,Jak X: Combat Racing,ps2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0,0.07,0.55,,jak x combat racing,
4611,Jak and Daxter: The Lost Frontier,ps2,2009,Platform,Sony Computer Entertainment,0.22,0.17,0,0.06,0.46,,jak and daxter the lost frontier,12
3573,Jak and Daxter: The Lost Frontier,psp,2009,Platform,Sony Computer Entertainment,0.18,0.27,0,0.15,0.61,,jak and daxter the lost frontier,12
421,Jak and Daxter: The Precursor Legacy,ps2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,,jak and daxter the precursor legacy,3
10806,Jake Hunter Detective Story: Memories of the Past,ds,2007,Adventure,PQube,0.06,0,0.05,0,0.11,,jake hunter detective story memories of the past,
16858,Jake Hunter: Detective Chronicles,ds,2008,Adventure,Aksys Games,0.02,0,0,0,0.02,,jake hunter detective chronicles,
4412,Jake Power: Fireman,ds,2008,Adventure,Ubisoft,0.08,0.35,0,0.06,0.49,,jake power fireman,
12551,Jake Power: Handyman,ds,2008,Adventure,Ubisoft,0.06,0,0,0,0.07,,jake power handyman,
14039,Jake Power: Policeman,ds,2008,Adventure,Ubisoft,0.05,0,0,0,0.05,,jake power policeman,
13341,Jam Sessions 2,ds,2009,Misc,Ubisoft,0.06,0,0,0,0.06,,jam sessions 2,
5462,Jam Sessions: Sing and Play Guitar (US sales),ds,2007,Misc,Ubisoft,0.38,0,0,0,0.38,,jam sessions sing and play guitar,
17774,Jam Sessions: Sing and Play Guitar (jp sales),ds,2007,Misc,Ubisoft,0,0,0.01,0,0.01,,jam sessions sing and play guitar,
4180,Jam With the Band,ds,2008,Misc,Nintendo,0,0,0.51,0,0.51,,jam with the band,12
17079,Jambo! Safari,naomi,1999,,,,,,,0.019,,jambo safari,
17725,Jambo! Safari Animal Rescue,ds,2009,Simulation,Sega,0.01,0,0,0,0.01,,jambo safari animal rescue,
11548,Jambo! Safari Animal Rescue,wii,2009,Simulation,Sega,0.07,0.01,0,0.01,0.09,False,jambo safari animal rescue,
18387,James Bond 007,colecovision,1984,,,,,,,0.005,,james bond 007,
3097,James Bond 007: Agent Under Fire,gc,2002,Shooter,Electronic Arts,0.56,0.15,0,0.02,0.72,,james bond 007 agent under fire,
444,James Bond 007: Agent Under Fire,ps2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,,james bond 007 agent under fire,
2559,James Bond 007: Agent Under Fire,xb,2002,Shooter,Electronic Arts,0.65,0.22,0,0.03,0.9,,james bond 007 agent under fire,
12719,James Bond 007: Blood Stone,ds,2010,Shooter,Activision,0.05,0.01,0,0,0.07,,james bond 007 blood stone,
3113,James Bond 007: Blood Stone,ps3,2010,Shooter,Activision,0.18,0.38,0.02,0.13,0.72,,james bond 007 blood stone,
8816,James Bond 007: Everything or Nothing,gba,2003,Shooter,Electronic Arts,0.12,0.04,0,0,0.17,,james bond 007 everything or nothing,12
4978,James Bond 007: Everything or Nothing,gc,2004,Shooter,Electronic Arts,0.32,0.08,0,0.01,0.42,,james bond 007 everything or nothing,12
797,James Bond 007: Everything or Nothing,ps2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31,,james bond 007 everything or nothing,12
3457,James Bond 007: Everything or Nothing,xb,2004,Shooter,Electronic Arts,0.43,0.19,0,0.02,0.64,,james bond 007 everything or nothing,12
5605,James Bond 007: Legends,ps3,2012,Shooter,Activision,0.11,0.17,0,0.07,0.36,,james bond 007 legends,
10088,James Bond 007: Legends,wiiu,2012,Shooter,Activision,0.07,0.05,0,0.01,0.13,,james bond 007 legends,
10099,James Bond 007: Nightfire,gba,2003,Shooter,Electronic Arts,0.1,0.04,0,0,0.13,,james bond 007 nightfire,
2894,James Bond 007: Nightfire,gc,2002,Shooter,Electronic Arts,0.6,0.16,0,0.02,0.78,,james bond 007 nightfire,12
485,James Bond 007: Nightfire,ps2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,,james bond 007 nightfire,12
2773,James Bond 007: Nightfire,xb,2002,Shooter,Electronic Arts,0.58,0.22,0,0.03,0.82,,james bond 007 nightfire,12
8896,James Cameron's Dark Angel,ps2,,Action,Universal Interactive,0.08,0.07,0,0.02,0.17,,james cameron s dark angel,
12916,James Cameron's Dark Angel,xb,2002,Action,Vivendi Games,0.05,0.02,0,0,0.07,,james cameron s dark angel,
9294,James Noir's Hollywood Crimes,3ds,2011,Adventure,Ubisoft,0.07,0.07,0,0.02,0.15,,james noir s hollywood crimes,
5169,James Patterson Women's Murder Club: Games of Passion,ds,2009,Adventure,THQ,0.15,0.22,0,0.05,0.41,,james patterson women s murder club games of passion,
18266,James Pond 2: Codename RoboCod,amigacd32,1993,,,,,,,0.006,,james pond 2 codename robocod,
17978,James Pond 2: Codename RoboCod,gen,1991,,,,,,,0.01,,james pond 2 codename robocod,
17971,James Pond 3: Operation Starfish,gen,1993,,,,,,,0.01,,james pond 3 operation starfish,
18410,James Pond II: Codename RoboCod,gg,1993,,,,,,,0.004,,james pond 2 codename robocod,
15395,James Pond: Codename Robocod,gba,2005,Platform,Play It,0.02,0.01,0,0,0.03,,james pond codename robocod,
3724,Jampack Fall 2001,ps,2001,Misc,Sony Computer Entertainment,0.33,0.22,0,0.04,0.59,,jampack fall 2001,
5138,Jampack Spring 2004 (RP-T),ps2,2003,Misc,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41,,jampack spring 2004,
2397,Jampack Summer '99,ps,1999,Misc,Sony Computer Entertainment,0.54,0.36,0,0.06,0.96,,jampack summer 99,
3038,Jampack Summer 2001,ps2,2001,Misc,Sony Computer Entertainment,0.36,0.28,0,0.1,0.74,,jampack summer 2001,
3834,Jampack Summer 2002,ps2,2002,Misc,Sony Computer Entertainment,0.28,0.22,0,0.07,0.57,,jampack summer 2002,
1316,Jampack Summer 2K,ps,2000,Misc,Sony Computer Entertainment,0.88,0.6,0,0.1,1.58,,jampack summer 2k,
8689,Jampack Vol. 1,ps,1996,Misc,Sony Computer Entertainment,0.1,0.07,0,0.01,0.18,,jampack vol 1,
4063,Jampack Vol. 2,ps,1996,Misc,Sony Computer Entertainment,0.3,0.2,0,0.03,0.53,,jampack vol 2,
4082,Jampack Volume 11,ps2,2004,Misc,Sony Computer Entertainment,0.26,0.2,0,0.07,0.53,,jampack volume 11,
6152,Jampack Volume 12,ps2,2005,Misc,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,,jampack volume 12,
4854,Jampack Volume 13 (RP-M),ps2,2005,Misc,Sony Computer Entertainment,0.37,0.01,0,0.06,0.44,,jampack volume 13,
3436,Jampack Volume 13 (RP-T),ps2,2005,Misc,Sony Computer Entertainment,0.31,0.24,0,0.08,0.64,,jampack volume 13,
10885,Jampack Volume 14 (RP-T),ps2,2006,Misc,Sony Computer Entertainment,0.05,0.04,0,0.01,0.11,,jampack volume 14,
1994,Jampack Winter '98,ps,1998,Misc,Sony Computer Entertainment,0.63,0.43,0,0.07,1.13,,jampack winter 98,
1207,Jampack Winter '99,ps,1999,Misc,Sony Computer Entertainment,0.94,0.64,0,0.11,1.69,,jampack winter 99,
2251,Jampack Winter 2000,ps,2000,Misc,Sony Computer Entertainment,0.55,0.38,0,0.07,1,,jampack winter 2000,
3119,Jampack Winter 2001,ps2,2001,Misc,Sony Computer Entertainment,0.35,0.28,0,0.09,0.72,,jampack winter 2001,
4145,Jampack Winter 2002,ps2,2002,Misc,Sony Computer Entertainment,0.25,0.2,0,0.07,0.52,,jampack winter 2002,
4621,Jampack Winter 2003 (RP-M),ps2,2003,Misc,Sony Computer Entertainment,0.22,0.18,0,0.06,0.46,,jampack winter 2003,
5328,Jampack Winter 2003 (RP-T),ps2,2003,Misc,Sony Computer Entertainment,0.19,0.15,0,0.05,0.39,,jampack winter 2003,
6257,Jampack: Summer 2003 (RP-M),ps2,2003,Misc,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,,jampack summer 2003,
8463,Jampack: Summer 2003 (RP-T),ps2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,,jampack summer 2003,
17708,Jan Sangoku Musou,ps2,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01,,jan sangoku musou,
14739,Jane's Hotel,ds,2010,Simulation,Unknown,0.03,0,0,0,0.04,,jane s hotel,
18213,Jantaku Boy,ngp,1999,,,,,,,0.006,,jantaku boy,
4782,Jawbreaker,2600,1981,Action,Tigervision,0.42,0.03,0,0,0.45,,jawbreaker,
3622,Jaws Unleashed,ps2,2006,Action,THQ,0.5,0.02,0,0.08,0.6,,jaws unleashed,
9490,Jaws Unleashed,xb,2006,Action,THQ,0.11,0.03,0,0.01,0.15,,jaws unleashed,
10361,Jaws: Ultimate Predator,3ds,2011,Action,Majesco Entertainment,0.11,0,0,0.01,0.12,,jaws ultimate predator,16
11767,Jaws: Ultimate Predator,wii,2011,Action,Majesco Entertainment,0.09,0,0,0.01,0.09,False,jaws ultimate predator,12
5988,Jeanne d'Arc,psp,2006,Role-Playing,Sony Computer Entertainment,0.21,0,0.1,0.02,0.33,,jeanne d arc,
8489,Jeep Thrills,wii,2008,Racing,Zoo Digital Publishing,0.18,0,0,0.01,0.19,False,jeep thrills,3
17058,Jelly Belly: Ballistic Beans,wii,2009,Puzzle,Zoo Digital Publishing,0.02,0,0,0,0.02,False,jelly belly ballistic beans,3
11857,Jenga World Tour,ds,2007,Misc,Atari,0.09,0,0,0.01,0.09,,jenga world tour,
14205,Jenga World Tour,wii,2007,Misc,Atari,0.05,0,0,0,0.05,False,jenga world tour,
8275,Jeopardy!,ds,2010,Misc,THQ,0.18,0,0,0.01,0.19,,jeopardy,
11059,Jeopardy!,n64,1998,Misc,GameTek,0.08,0.02,0,0,0.1,,jeopardy,
3132,Jeopardy!,ps,1997,Misc,Hasbro Interactive,0.39,0.27,0,0.05,0.71,,jeopardy,
4509,Jeopardy!,ps2,2003,Misc,Atari,0.24,0.18,0,0.06,0.48,,jeopardy,
18454,Jeopardy!,scd,1994,,,,,,,0.004,,jeopardy,
3721,Jeopardy!,wii,2010,Misc,THQ,0.56,0,0,0.03,0.59,False,jeopardy,
6506,Jeopardy! 2nd Edition,ps,2000,Misc,Hasbro Interactive,0.16,0.11,0,0.02,0.29,,jeopardy 2nd edition,
6476,Jeremy McGrath Supercross 2000,n64,1999,Racing,Acclaim Entertainment,0.23,0.06,0,0,0.29,,jeremy mcgrath supercross 2000,
3159,Jeremy McGrath Supercross 2000,ps,2000,Racing,Acclaim Entertainment,0.4,0.27,0,0.05,0.71,,jeremy mcgrath supercross 2000,
2182,Jeremy McGrath Supercross 98,ps,1998,Racing,Acclaim Entertainment,0.91,0.1,0,0.03,1.04,,jeremy mcgrath supercross 98,
10226,Jeremy McGrath Supercross World,gc,2002,Racing,Acclaim Entertainment,0.09,0.02,0,0,0.12,,jeremy mcgrath supercross world,
7614,Jeremy McGrath Supercross World,ps2,2001,Racing,Acclaim Entertainment,0.11,0.09,0,0.03,0.23,,jeremy mcgrath supercross world,
14445,Jerry Rice and Nitus' Dog Football,wii,2011,Sports,Tommo,0.04,0,0,0,0.04,False,jerry rice and nitus dog football,
7497,Jersey Devil,ps,1997,Platform,Ocean,0.13,0.09,0,0.01,0.23,,jersey devil,
1935,Jet Force Gemini,n64,1999,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16,,jet force gemini,
14668,Jet Grind Radio,dc,2000,,,,,,,0.04,,jet grind radio,
15333,Jet Grind Radio,gba,2003,Action,Sega,0.02,0.01,0,0,0.03,,jet grind radio,
16233,Jet Impulse,ds,,Simulation,Nintendo,0,0,0.02,0,0.02,,jet impulse,
1732,Jet Li: Rise to Honor,ps2,2004,Action,Sony Computer Entertainment,0.62,0.48,0,0.16,1.27,,jet li rise to honor,
1074,Jet Moto,ps,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,,jet moto,
1004,Jet Moto 2,ps,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,,jet moto 2,
3052,Jet Moto 3,ps,1999,Racing,Sony Computer Entertainment,0.41,0.28,0,0.05,0.74,,jet moto 3,
4044,Jet Set Radio,dc,2000,,,,,,,0.54,,jet set radio,
7572,Jet X20,ps2,,Racing,Unknown,0.11,0.09,0,0.03,0.23,,jet x20,
13067,Jewel Legends: Tree of Life,ds,2011,Puzzle,Rising Star Games,0,0.05,0,0.01,0.06,,jewel legends tree of life,
12438,Jewel Link Chronicles: Legend of Athena,ds,2011,Puzzle,GSP,0,0.06,0,0.01,0.07,,jewel link chronicles legend of athena,
13352,Jewel Link Chronicles: Mountains of Madness,ds,,Puzzle,Avanquest,0,0.06,0,0.01,0.06,,jewel link chronicles mountains of madness,
16925,Jewel Link: Galactic Quest,ds,2012,Action,Avanquest Software,0,0.02,0,0,0.02,,jewel link galactic quest,3
4077,Jewel Master Egypt,ds,2009,Puzzle,Rondomedia,0.21,0.27,0,0.05,0.53,,jewel master egypt,
17050,Jewel Master: Cradle Of Rome 2,ds,2011,Puzzle,Rising Star Games,0,0.02,0,0,0.02,,jewel master cradle of rome 2,
8248,Jewel Master: Cradle of Athena,ds,2010,Puzzle,Storm City Games,0.18,0,0,0.01,0.19,,jewel master cradle of athena,
12988,Jewel Master: Cradle of Persia,ds,2012,Puzzle,Rising Star Games,0,0.05,0,0.01,0.06,,jewel master cradle of persia,
15372,Jewel Master: Cradle of Rome,wii,2008,Puzzle,Rondomedia,0.03,0,0,0,0.03,False,jewel master cradle of rome,3
8701,Jewel Match,ds,2010,Puzzle,PlayV,0.05,0.12,0,0.02,0.18,,jewel match,3
15280,Jewel Match 2,ds,2012,Puzzle,Easy Interactive,0,0.02,0,0,0.03,,jewel match 2,3
15274,Jewel Quest 5: The Sleepless Star,ds,2012,Action,Licensed 4U,0,0.02,0,0,0.03,,jewel quest 5 the sleepless star,3
13355,Jewel Quest IV: Heritage,ds,2011,Puzzle,iWin,0,0.05,0,0.01,0.06,,jewel quest 4 heritage,3
13846,Jewel Quest Mysteries,ds,2009,Puzzle,Astragon,0.03,0.01,0,0,0.05,,jewel quest mysteries,3
14305,Jewel Quest Mysteries 2: Trail of the Midnight Heart,ds,2011,Puzzle,Unknown,0,0.04,0,0.01,0.04,,jewel quest mysteries 2 trail of the midnight heart,3
6469,Jewel Quest Mysteries: Curse of the Emerald Tear,ds,2010,Puzzle,Avanquest,0,0.25,0,0.04,0.29,,jewel quest mysteries curse of the emerald tear,
9316,Jewel Quest Solitaire,ds,2009,Puzzle,GSP,0,0.14,0,0.02,0.15,,jewel quest solitaire,3
7659,Jewel Quest: Expeditions,ds,2007,Puzzle,Avanquest,0.03,0.18,0,0.01,0.22,,jewel quest expeditions,3
12481,Jewel Time Deluxe,ds,2011,Puzzle,O-Games,0.04,0.03,0,0.01,0.07,,jewel time deluxe,3
12692,Jewels of the Ages,ds,2011,Puzzle,City Interactive,0.03,0.03,0,0.01,0.07,,jewels of the ages,3
7307,Jewels of the Tropical Lost Island,ds,2010,Puzzle,Storm City Games,0.11,0.1,0,0.02,0.24,,jewels of the tropical lost island,3
14793,Jig-A-Pix: Pets,ds,2009,Puzzle,Zushi Games,0.03,0,0,0,0.04,,jig a pix pets,
15445,Jig-A-Pix: Wild World,ds,2009,Puzzle,Zushi Games,0.03,0.01,0,0,0.03,,jig a pix wild world,
15728,Jikandia: The Timeless Land,psp,2010,Role-Playing,Idea Factory,0.03,0,0,0,0.03,,jikandia the timeless land,
8401,Jikkyou J-League Perfect Striker,n64,1996,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19,,jikkyou j league perfect striker,
13588,Jikkyou Oshaberi Parodius,snes,1995,Shooter,Konami Digital Entertainment,0,0,0.05,0,0.05,,jikkyou oshaberi parodius,
14843,Jikkyou Powerful Major League,gc,2006,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,jikkyou powerful major league,
7704,Jikkyou Powerful Major League,ps2,2006,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22,,jikkyou powerful major league,
12347,Jikkyou Powerful Major League 2009,ps2,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08,,jikkyou powerful major league 2009,
14630,Jikkyou Powerful Major League 2009,wii,2009,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,False,jikkyou powerful major league 2009,
10910,Jikkyou Powerful Pro Baseball 2016,ps3,2016,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,,jikkyou powerful pro baseball 2016,
8965,Jikkyou Powerful Pro Baseball 2016,psv,2016,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,,jikkyou powerful pro baseball 2016,
5091,Jikkyou Powerful Pro Yakuu '94,snes,1994,Sports,Konami Digital Entertainment,0,0,0.41,0,0.41,,jikkyou powerful pro yakuu 94,
10817,Jikkyou Powerful Pro Yakyuu '95,ps,1994,Sports,Konami Digital Entertainment,0,0,0.11,0.01,0.11,,jikkyou powerful pro yakyuu 95,
8502,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,snes,1996,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19,,jikkyou powerful pro yakyuu 96 kaimakuban,
3725,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,ps,1997,Sports,Konami Digital Entertainment,0,0,0.56,0.04,0.59,,jikkyou powerful pro yakyuu 97 kaimakuban,
3686,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,ps,1998,Sports,Konami Digital Entertainment,0,0,0.55,0.04,0.59,,jikkyou powerful pro yakyuu 98 kaimakuban,
6782,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,ps,1998,Sports,Konami Digital Entertainment,0,0,0.25,0.02,0.27,,jikkyou powerful pro yakyuu 98 ketteiban,
2811,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,ps,1999,Sports,Konami Digital Entertainment,0,0,0.76,0.05,0.81,,jikkyou powerful pro yakyuu 99 kaimakuban,
7033,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,ps,1999,Sports,Konami Digital Entertainment,0,0,0.25,0.02,0.26,,jikkyou powerful pro yakyuu 99 ketteiban,
11252,Jikkyou Powerful Pro Yakyuu 10,gc,2003,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1,,jikkyou powerful pro yakyuu 10,
4182,Jikkyou Powerful Pro Yakyuu 10,ps2,2003,Sports,Konami Digital Entertainment,0,0,0.51,0,0.51,,jikkyou powerful pro yakyuu 10,
8176,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,ps2,2003,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,jikkyou powerful pro yakyuu 10 chou ketteiban 2003 memorial,
11101,Jikkyou Powerful Pro Yakyuu 11,gc,2004,Sports,Konami Digital Entertainment,0,0,0.09,0,0.1,,jikkyou powerful pro yakyuu 11,
4987,Jikkyou Powerful Pro Yakyuu 11,ps2,2004,Sports,Konami Digital Entertainment,0,0,0.42,0,0.42,,jikkyou powerful pro yakyuu 11,
12217,Jikkyou Powerful Pro Yakyuu 12,gc,2005,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08,,jikkyou powerful pro yakyuu 12,
4737,Jikkyou Powerful Pro Yakyuu 12,ps2,2005,Sports,Konami Digital Entertainment,0,0,0.45,0,0.45,,jikkyou powerful pro yakyuu 12,
16683,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,gc,2005,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02,,jikkyou powerful pro yakyuu 12 ketteiban,
10835,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,ps2,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,,jikkyou powerful pro yakyuu 12 ketteiban,
5769,Jikkyou Powerful Pro Yakyuu 13,ps2,2006,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35,,jikkyou powerful pro yakyuu 13,
10697,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,ps2,2006,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,,jikkyou powerful pro yakyuu 13 ketteiban,
6226,Jikkyou Powerful Pro Yakyuu 14,ps2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31,,jikkyou powerful pro yakyuu 14,
11818,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,ps2,2007,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09,,jikkyou powerful pro yakyuu 14 ketteiban,
7281,Jikkyou Powerful Pro Yakyuu 15,ps2,2008,Sports,Konami Digital Entertainment,0,0,0.24,0,0.24,,jikkyou powerful pro yakyuu 15,
12389,Jikkyou Powerful Pro Yakyuu 15,wii,2008,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08,False,jikkyou powerful pro yakyuu 15,
6882,Jikkyou Powerful Pro Yakyuu 2,snes,1995,Sports,Konami Digital Entertainment,0,0,0.27,0,0.27,,jikkyou powerful pro yakyuu 2,
5710,Jikkyou Powerful Pro Yakyuu 2000,n64,2000,Sports,Konami Digital Entertainment,0,0,0.29,0.06,0.35,,jikkyou powerful pro yakyuu 2000,
6512,Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,ps,2000,Sports,Konami Digital Entertainment,0,0,0.27,0.02,0.29,,jikkyou powerful pro yakyuu 2000 kaimakuban,
11661,Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,ps,2000,Sports,Konami Digital Entertainment,0,0,0.08,0.01,0.09,,jikkyou powerful pro yakyuu 2000 ketteiban,
7377,Jikkyou Powerful Pro Yakyuu 2001,ps,2001,Sports,Konami Digital Entertainment,0,0,0.23,0.02,0.24,,jikkyou powerful pro yakyuu 2001,
9283,Jikkyou Powerful Pro Yakyuu 2009,ps2,2009,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,,jikkyou powerful pro yakyuu 2009,
